Date,Open,High,Low,Close,Adj Close,Volume
2018-11-19,108.269997,108.559998,103.550003,104.620003,103.790909,44773900
2018-11-20,101.800003,102.970001,99.349998,101.709999,100.903961,64052500
2018-11-21,103.599998,104.430000,102.239998,103.110001,102.292870,28130600
2018-11-23,102.169998,103.809998,102.000000,103.070000,102.253189,13823100
2018-11-26,104.790001,106.629997,104.580002,106.470001,105.626244,32336200
2018-11-27,106.269997,107.330002,105.360001,107.139999,106.290932,29124500
2018-11-28,107.889999,111.330002,107.860001,111.120003,110.239395,46788500
2018-11-29,110.330002,111.120003,109.029999,110.190002,109.316765,28123200
2018-11-30,110.699997,110.970001,109.360001,110.889999,110.011215,33665600
2018-12-03,113.000000,113.419998,110.730003,112.089996,111.201698,34732800
2018-12-04,111.940002,112.639999,108.209999,108.519997,107.659996,45197000
2018-12-06,105.820000,109.239998,105.000000,109.190002,108.324692,49107400
2018-12-07,108.379997,109.449997,104.300003,104.820000,103.989311,45044900
2018-12-10,104.800003,107.980003,103.889999,107.589996,106.737358,40801500
2018-12-11,109.800003,110.949997,107.440002,108.589996,107.729439,42381900
2018-12-12,110.889999,111.269997,109.040001,109.080002,108.215561,36183000
2018-12-13,109.580002,110.870003,108.629997,109.449997,108.582626,31333400
2018-12-14,108.250000,109.260002,105.500000,106.029999,105.189728,47043100
2018-12-17,105.410004,105.800003,101.709999,102.889999,102.074608,56957300
2018-12-18,103.750000,104.510002,102.519997,103.970001,103.146057,49319200
2018-12-19,103.650002,106.879997,101.349998,103.690002,102.868271,68198200
2018-12-20,103.050003,104.309998,98.779999,101.510002,100.705551,70334200
2018-12-21,101.629997,103.000000,97.459999,98.230003,97.451546,111242100
2018-12-24,97.680000,97.970001,93.980003,94.129997,93.384033,43935200
2018-12-26,95.139999,100.690002,93.959999,100.559998,99.763077,51634800
2018-12-27,99.300003,101.190002,96.400002,101.180000,100.378166,49498500
2018-12-28,102.089996,102.410004,99.519997,100.389999,99.594429,38196300
2018-12-31,101.290001,102.400002,100.440002,101.570000,100.765076,33173800
2019-01-02,99.550003,101.750000,98.940002,101.120003,100.318642,35329300
2019-01-03,100.099998,100.190002,97.199997,97.400002,96.628120,42523600
2019-01-04,99.720001,102.510002,98.930000,101.930000,101.122223,44060600
2019-01-07,101.639999,103.269997,100.980003,102.059998,101.251190,35656100
2019-01-08,103.040001,103.970001,101.709999,102.800003,101.985329,31514400
2019-01-09,103.860001,104.879997,103.239998,104.269997,103.443672,32280800
2019-01-10,103.220001,103.750000,102.379997,103.599998,102.778984,30067600
2019-01-11,103.190002,103.440002,101.639999,102.800003,101.985329,28314200
2019-01-14,101.900002,102.870003,101.260002,102.050003,101.241272,28437100
2019-01-15,102.510002,105.050003,101.879997,105.010002,104.177811,31587600
2019-01-16,105.260002,106.260002,104.959999,105.379997,104.544876,29853900
2019-01-17,105.000000,106.629997,104.760002,106.120003,105.279022,28393000
2019-01-18,107.459999,107.900002,105.910004,107.709999,106.856407,37427600
2019-01-22,106.750000,107.099998,104.860001,105.680000,104.842506,32371300
2019-01-23,106.120003,107.040001,105.339996,106.709999,105.864342,25874300
2019-01-24,106.860001,107.000000,105.339996,106.199997,105.358376,23164800
2019-01-25,107.239998,107.879997,106.199997,107.169998,106.320686,31225600
2019-01-28,106.260002,106.480003,104.660004,105.080002,104.247253,29476700
2019-01-29,104.879997,104.970001,102.169998,102.940002,102.124214,31490500
2019-01-30,104.620003,106.379997,104.330002,106.379997,105.536957,49471900
2019-01-31,103.800003,105.220001,103.180000,104.430000,103.602409,55636400
2019-02-01,103.779999,104.099998,102.349998,102.779999,101.965477,35535700
2019-02-04,102.870003,105.800003,102.769997,105.739998,104.902031,31315100
2019-02-05,106.059998,107.269997,105.959999,107.220001,106.370300,27325400
2019-02-06,107.000000,107.000000,105.529999,106.029999,105.189728,20609800
2019-02-07,105.190002,105.589996,104.290001,105.269997,104.435745,29760700
2019-02-08,104.389999,105.779999,104.260002,105.669998,104.832581,21461100
